wavelength,melanopic,l_cone_opic,m_cone_opic,s_cone_opic,rhodopic,photopic
360,,,,,,0.0000039170000
361,,,,,,0.0000043935810
362,,,,,,0.0000049296040
363,,,,,,0.0000055321360
364,,,,,,0.0000062082450
365,,,,,,0.0000069650000
366,,,,,,0.0000078132190
367,,,,,,0.0000087673360
368,,,,,,0.0000098398440
369,,,,,,0.0000110432300
370,,,,,,0.0000123900000
371,,,,,,0.0000138864100
372,,,,,,0.0000155572800
373,,,,,,0.0000174429600
374,,,,,,0.0000195837500
375,,,,,,0.0000220200000
376,,,,,,0.0000248396500
377,,,,,,0.0000280412600
378,,,,,,0.0000315310400
379,,,,,,0.0000352152100
380,9.18165E-04,,,,5.89E-04,0.0000390000000
381,1.04557E-03,,,,6.65E-04,0.0000428264000
382,1.17858E-03,,,,7.52E-04,0.0000469146000
383,1.32279E-03,,,,8.54E-04,0.0000515896000
384,1.48381E-03,,,,9.72E-04,0.0000571764000
385,1.66724E-03,,,,1.108E-03,0.0000640000000
386,1.88102E-03,,,,1.268E-03,0.0000723442100
387,2.12989E-03,,,,1.453E-03,0.0000822122400
388,2.41457E-03,,,,1.668E-03,0.0000935081600
389,2.73583E-03,,,,1.918E-03,0.0001061361000
390,3.09442E-03,  4.07619E-04,  3.58227E-04,  6.14265E-03,2.209E-03,0.0001200000000
391,3.50706E-03,  4.97068E-04,  4.38660E-04,  7.44280E-03,2.547E-03,0.0001349840000
392,3.99078E-03,  6.04713E-04,  5.36230E-04,  9.01661E-03,2.939E-03,0.0001514920000
393,4.54679E-03,  7.33640E-04,  6.54061E-04,  1.09170E-02,3.394E-03,0.0001702080000
394,5.17625E-03,  8.87247E-04,  7.95649E-04,  1.32053E-02,3.921E-03,0.0001918160000
395,5.88035E-03,  1.06921E-03,  9.64828E-04,  1.59515E-02,4.53E-03,0.0002170000000
396,6.69334E-03,  1.28340E-03,  1.16572E-03,  1.92347E-02,5.24E-03,0.0002469067000
397,7.65102E-03,  1.53382E-03,  1.40263E-03,  2.31436E-02,6.05E-03,0.0002812400000
398,8.75694E-03,  1.82443E-03,  1.67992E-03,  2.77750E-02,6.98E-03,0.0003185200000
399,1.00146E-02,  2.15896E-03,  2.00180E-03,  3.32339E-02,8.06E-03,0.0003572667000
400,1.14277E-02,  2.54073E-03,  2.37208E-03,  3.96308E-02,9.29E-03,0.0003960000000
401,1.30767E-02,  2.97282E-03,  2.79433E-03,  4.70801E-02,1.070E-02,0.0004337147000
402,1.50397E-02,  3.45993E-03,  3.27374E-03,  5.57012E-02,1.231E-02,0.0004730240000
403,1.73166E-02,  4.00793E-03,  3.81660E-03,  6.56137E-02,1.413E-02,0.0005178760000
404,1.99071E-02,  4.62370E-03,  4.43021E-03,  7.69323E-02,1.619E-02,0.0005722187000
405,2.28112E-02,  5.31546E-03,  5.12316E-03,  8.97612E-02,1.852E-02,0.0006400000000
406,2.63194E-02,  6.09138E-03,  5.90458E-03,  1.04188E-01,2.113E-02,0.0007245600000
407,3.05964E-02,  6.95291E-03,  6.78005E-03,  1.20273E-01,2.405E-02,0.0008255000000
408,3.54538E-02,  7.89634E-03,  7.75260E-03,  1.38044E-01,2.730E-02,0.0009411600000
409,4.07028E-02,  8.91300E-03,  8.82286E-03,  1.57485E-01,3.089E-02,0.0010698800000
410,4.61550E-02,  9.98835E-03,  9.98841E-03,  1.78530E-01,3.484E-02,0.0012100000000
411,5.17822E-02,  1.11054E-02,  1.12452E-02,  2.01077E-01,3.916E-02,0.0013620910000
412,5.77804E-02,  1.22607E-02,  1.25949E-02,  2.25091E-01,4.39E-02,0.0015307520000
413,6.42972E-02,  1.34578E-02,  1.40425E-02,  2.50566E-01,4.90E-02,0.0017203680000
414,7.14801E-02,  1.47044E-02,  1.55944E-02,  2.77507E-01,5.45E-02,0.0019353230000
415,7.94766E-02,  1.60130E-02,  1.72596E-02,  3.05941E-01,6.04E-02,0.0021800000000
416,8.91807E-02,  1.73958E-02,  1.90467E-02,  3.35858E-01,6.68E-02,0.0024548000000
417,1.00756E-01,  1.88452E-02,  2.09545E-02,  3.66981E-01,7.36E-02,0.0027640000000
418,1.13256E-01,  2.03440E-02,  2.29763E-02,  3.98876E-01,8.08E-02,0.0031178000000
419,1.25732E-01,  2.18700E-02,  2.51017E-02,  4.30998E-01,8.85E-02,0.0035264000000
420,1.37237E-01,  2.33957E-02,  2.73163E-02,  4.62692E-01,9.66E-02,0.0040000000000
421,1.47446E-01,  2.48961E-02,  2.96062E-02,  4.93357E-01,1.052E-01,0.0045462400000
422,1.57014E-01,  2.63761E-02,  3.19746E-02,  5.23006E-01,1.141E-01,0.0051593200000
423,1.66463E-01,  2.78541E-02,  3.44330E-02,  5.51939E-01,1.235E-01,0.0058292800000
424,1.76316E-01,  2.93551E-02,  3.69983E-02,  5.80599E-01,1.334E-01,0.0065461600000
425,1.87096E-01,  3.09104E-02,  3.96928E-02,  6.09570E-01,1.436E-01,0.0073000000000
426,1.99210E-01,  3.25498E-02,  4.25402E-02,  6.39359E-01,1.541E-01,0.0080865070000
427,2.12408E-01,  3.42714E-02,  4.55474E-02,  6.69651E-01,1.651E-01,0.0089087200000
428,2.26225E-01,  3.60620E-02,  4.87161E-02,  6.99829E-01,1.764E-01,0.0097676800000
429,2.40199E-01,  3.79052E-02,  5.20467E-02,  7.29177E-01,1.879E-01,0.0106644300000
430,2.53865E-01,  3.97810E-02,  5.55384E-02,  7.56885E-01,1.998E-01,0.0116000000000
431,2.67021E-01,  4.16705E-02,  5.91876E-02,  7.82292E-01,2.119E-01,0.0125731700000
432,2.79976E-01,  4.35728E-02,  6.29819E-02,  8.05666E-01,2.243E-01,0.0135827200000
433,2.93034E-01,  4.54932E-02,  6.69031E-02,  8.27599E-01,2.369E-01,0.0146296800000
434,3.06500E-01,  4.74385E-02,  7.09285E-02,  8.48780E-01,2.496E-01,0.0157150900000
435,3.20679E-01,  4.94172E-02,  7.50299E-02,  8.69984E-01,2.625E-01,0.0168400000000
436,3.36016E-01,  5.14343E-02,  7.91769E-02,  8.91761E-01,2.755E-01,0.0180073600000
437,3.52361E-01,  5.34735E-02,  8.33463E-02,  9.13444E-01,2.886E-01,0.0192144800000
438,3.69128E-01,  5.55102E-02,  8.75160E-02,  9.33977E-01,3.017E-01,0.0204539200000
439,3.85732E-01,  5.75166E-02,  9.16625E-02,  9.52218E-01,3.149E-01,0.0217182400000
440,4.01587E-01,  5.94619E-02,  9.57612E-02,  9.66960E-01,3.281E-01,0.0230000000000
441,4.16472E-01,  6.13240E-02,  9.97977E-02,  9.77340E-01,3.412E-01,0.0242946100000
442,4.30797E-01,  6.31288E-02,  1.03804E-01,  9.84028E-01,3.543E-01,0.0256102400000
443,4.44921E-01,  6.49189E-02,  1.07834E-01,  9.88144E-01,3.673E-01,0.0269585700000
444,4.59203E-01,  6.67425E-02,  1.11948E-01,  9.90851E-01,3.803E-01,0.0283512500000
445,4.74002E-01,  6.86538E-02,  1.16220E-01,  9.93336E-01,3.931E-01,0.0298000000000
446,4.89517E-01,  7.06963E-02,  1.20706E-01,  9.96373E-01,4.06E-01,0.0313108300000
447,5.05522E-01,  7.28508E-02,  1.25363E-01,  9.99038E-01,4.18E-01,0.0328836800000
448,5.21741E-01,  7.50778E-02,  1.30111E-01,  9.99978E-01,4.31E-01,0.0345211200000
449,5.37898E-01,  7.73325E-02,  1.34856E-01,  9.97844E-01,4.43E-01,0.0362257100000
450,5.53715E-01,  7.95647E-02,  1.39493E-01,  9.91329E-01,4.55E-01,0.0380000000000
451,5.69100E-01,  8.17368E-02,  1.43943E-01,  9.79657E-01,4.67E-01,0.0398466700000
452,5.84240E-01,  8.38826E-02,  1.48281E-01,  9.63905E-01,4.79E-01,0.0417680000000
453,5.99281E-01,  8.60598E-02,  1.52637E-01,  9.45573E-01,4.90E-01,0.0437660000000
454,6.14370E-01,  8.83322E-02,  1.57157E-01,  9.26078E-01,5.02E-01,0.0458426700000
455,6.29654E-01,  9.07704E-02,  1.62006E-01,  9.06735E-01,5.13E-01,0.0480000000000
456,6.45193E-01,  9.34397E-02,  1.67331E-01,  8.88509E-01,5.24E-01,0.0502436800000
457,6.60892E-01,  9.63577E-02,  1.73144E-01,  8.71353E-01,5.35E-01,0.0525730400000
458,6.76660E-01,  9.95304E-02,  1.79417E-01,  8.54998E-01,5.46E-01,0.0549805600000
459,6.92409E-01,  1.02964E-01,  1.86117E-01,  8.39198E-01,5.57E-01,0.0574587200000
460,7.08049E-01,  1.06663E-01,  1.93202E-01,  8.23726E-01,5.67E-01,0.0600000000000
461,7.23594E-01,  1.10629E-01,  2.00621E-01,  8.08307E-01,5.78E-01,0.0626019700000
462,7.39105E-01,  1.14828E-01,  2.08315E-01,  7.92431E-01,5.88E-01,0.0652775200000
463,7.54560E-01,  1.19217E-01,  2.16212E-01,  7.75569E-01,5.99E-01,0.0680420800000
464,7.69938E-01,  1.23740E-01,  2.24231E-01,  7.57244E-01,6.10E-01,0.0709110900000
465,7.85216E-01,  1.28336E-01,  2.32275E-01,  7.37043E-01,6.20E-01,0.0739000000000
466,8.00683E-01,  1.32947E-01,  2.40257E-01,  7.14730E-01,6.31E-01,0.0770160000000
467,8.16354E-01,  1.37570E-01,  2.48160E-01,  6.90558E-01,6.42E-01,0.0802664000000
468,8.31798E-01,  1.42218E-01,  2.55987E-01,  6.64890E-01,6.53E-01,0.0836668000000
469,8.46587E-01,  1.46905E-01,  2.63744E-01,  6.38078E-01,6.64E-01,0.0872328000000
470,8.60291E-01,  1.51651E-01,  2.71441E-01,  6.10456E-01,6.76E-01,0.0909800000000
471,8.72925E-01,  1.56475E-01,  2.79097E-01,  5.82346E-01,6.87E-01,0.0949175500000
472,8.84870E-01,  1.61404E-01,  2.86755E-01,  5.54065E-01,6.99E-01,0.0990458400000
473,8.96242E-01,  1.66464E-01,  2.94476E-01,  5.25903E-01,7.10E-01,0.1033674000000
474,9.07158E-01,  1.71690E-01,  3.02323E-01,  4.98108E-01,7.22E-01,0.1078846000000
475,9.17734E-01,  1.77116E-01,  3.10372E-01,  4.70894E-01,7.34E-01,0.1126000000000
476,9.28345E-01,  1.82777E-01,  3.18692E-01,  4.44450E-01,7.45E-01,0.1175320000000
477,9.38950E-01,  1.88685E-01,  3.27307E-01,  4.18992E-01,7.57E-01,0.1226744000000
478,9.49035E-01,  1.94845E-01,  3.36232E-01,  3.94699E-01,7.69E-01,0.1279928000000
479,9.58091E-01,  2.01261E-01,  3.45480E-01,  3.71707E-01,7.81E-01,0.1334528000000
480,9.65605E-01,  2.07940E-01,  3.55066E-01,  3.50108E-01,7.93E-01,0.1390200000000
481,9.71976E-01,  2.14875E-01,  3.64985E-01,  3.29904E-01,8.05E-01,0.1446764000000
482,9.77833E-01,  2.22022E-01,  3.75142E-01,  3.10864E-01,8.17E-01,0.1504693000000
483,9.83006E-01,  2.29316E-01,  3.85410E-01,  2.92741E-01,8.28E-01,0.1564619000000
484,9.87325E-01,  2.36684E-01,  3.95646E-01,  2.75338E-01,8.40E-01,0.1627177000000
485,9.90621E-01,  2.44046E-01,  4.05688E-01,  2.58497E-01,8.51E-01,0.1693000000000
486,9.93343E-01,  2.51347E-01,  4.15435E-01,  2.42158E-01,8.62E-01,0.1762431000000
487,9.95887E-01,  2.58695E-01,  4.25064E-01,  2.26504E-01,8.73E-01,0.1835581000000
488,9.98008E-01,  2.66252E-01,  4.34851E-01,  2.11726E-01,8.84E-01,0.1912735000000
489,9.99461E-01,  2.74202E-01,  4.45097E-01,  1.97960E-01,8.94E-01,0.1994180000000
490,1,  2.82752E-01,  4.56137E-01,  1.85297E-01,9.04E-01,0.2080200000000
491,9.99561E-01,  2.92071E-01,  4.68236E-01,  1.73751E-01,9.14E-01,0.2171199000000
492,9.98365E-01,  3.02094E-01,  4.81255E-01,  1.63149E-01,9.23E-01,0.2267345000000
493,9.96590E-01,  3.12673E-01,  4.94927E-01,  1.53311E-01,9.32E-01,0.2368571000000
494,9.94416E-01,  3.23637E-01,  5.08947E-01,  1.44086E-01,9.41E-01,0.2474812000000
495,9.92022E-01,  3.34786E-01,  5.22970E-01,  1.35351E-01,9.49E-01,0.2586000000000
496,9.88792E-01,  3.45943E-01,  5.36701E-01,  1.27011E-01,9.57E-01,0.2701849000000
497,9.84220E-01,  3.57126E-01,  5.50195E-01,  1.19017E-01,9.64E-01,0.2822939000000
498,9.78657E-01,  3.68416E-01,  5.63616E-01,  1.11333E-01,9.70E-01,0.2950505000000
499,9.72451E-01,  3.79907E-01,  5.77150E-01,  1.03934E-01,9.76E-01,0.3085780000000
500,9.65952E-01,  3.91705E-01,  5.91003E-01,  9.67990E-02,9.82E-01,0.3230000000000
501,9.58844E-01,  4.03905E-01,  6.05350E-01,  8.99169E-02,9.86E-01,0.3384021000000
502,9.50716E-01,  4.16500E-01,  6.20160E-01,  8.32878E-02,9.90E-01,0.3546858000000
503,9.41778E-01,  4.29453E-01,  6.35343E-01,  7.69157E-02,9.94E-01,0.3716986000000
504,9.32236E-01,  4.42720E-01,  6.50796E-01,  7.08052E-02,9.97E-01,0.3892875000000
505,9.22299E-01,  4.56252E-01,  6.66404E-01,  6.49614E-02,9.98E-01,0.4073000000000
506,9.11832E-01,  4.69997E-01,  6.82055E-01,  5.94049E-02,1,0.4256299000000
507,9.00602E-01,  4.83926E-01,  6.97672E-01,  5.42076E-02,1,0.4443096000000
508,8.88663E-01,  4.98012E-01,  7.13186E-01,  4.94281E-02,1,0.4633944000000
509,8.76073E-01,  5.12227E-01,  7.28526E-01,  4.50993E-02,9.98E-01,0.4829395000000
510,8.62888E-01,  5.26538E-01,  7.43612E-01,  4.12337E-02,9.97E-01,0.5030000000000
511,8.48801E-01,  5.40923E-01,  7.58396E-01,  3.78142E-02,9.94E-01,0.5235693000000
512,8.33678E-01,  5.55406E-01,  7.72966E-01,  3.47627E-02,9.90E-01,0.5445120000000
513,8.17832E-01,  5.70025E-01,  7.87457E-01,  3.20029E-02,9.86E-01,0.5656900000000
514,8.01579E-01,  5.84828E-01,  8.02017E-01,  2.94746E-02,9.81E-01,0.5869653000000
515,7.85233E-01,  5.99867E-01,  8.16808E-01,  2.71300E-02,9.75E-01,0.6082000000000
516,7.68718E-01,  6.15162E-01,  8.31919E-01,  2.49376E-02,9.68E-01,0.6293456000000
517,7.51807E-01,  6.30569E-01,  8.47096E-01,  2.28931E-02,9.61E-01,0.6503068000000
518,7.34593E-01,  6.45883E-01,  8.61972E-01,  2.09956E-02,9.53E-01,0.6708752000000
519,7.17169E-01,  6.60880E-01,  8.76152E-01,  1.92427E-02,9.44E-01,0.6908424000000
520,6.99628E-01,  6.75313E-01,  8.89214E-01,  1.76298E-02,9.35E-01,0.7100000000000
521,6.81888E-01,  6.88975E-01,  9.00812E-01,  1.61501E-02,9.25E-01,0.7281852000000
522,6.63881E-01,  7.01886E-01,  9.11006E-01,  1.47911E-02,9.15E-01,0.7454636000000
523,6.45724E-01,  7.14140E-01,  9.19968E-01,  1.35407E-02,9.04E-01,0.7619694000000
524,6.27533E-01,  7.25841E-01,  9.27890E-01,  1.23884E-02,8.92E-01,0.7778368000000
525,6.09422E-01,  7.37108E-01,  9.34977E-01,  1.13252E-02,8.80E-01,0.7932000000000
526,5.91339E-01,  7.48046E-01,  9.41414E-01,  1.03437E-02,8.67E-01,0.8081104000000
527,5.73207E-01,  7.58684E-01,  9.47279E-01,  9.44092E-03,8.54E-01,0.8224962000000
528,5.55105E-01,  7.69032E-01,  9.52622E-01,  8.61365E-03,8.40E-01,0.8363068000000
529,5.37112E-01,  7.79099E-01,  9.57498E-01,  7.85831E-03,8.26E-01,0.8494916000000
530,5.19309E-01,  7.88900E-01,  9.61962E-01,  7.17089E-03,8.11E-01,0.8620000000000
531,5.01645E-01,  7.98472E-01,  9.66080E-01,  6.54648E-03,7.96E-01,0.8738108000000
532,4.84067E-01,  8.07945E-01,  9.69966E-01,  5.97777E-03,7.81E-01,0.8849624000000
533,4.66643E-01,  8.17478E-01,  9.73743E-01,  5.45794E-03,7.65E-01,0.8954936000000
534,4.49442E-01,  8.27239E-01,  9.77539E-01,  4.98125E-03,7.49E-01,0.9054432000000
535,4.32533E-01,  8.37403E-01,  9.81481E-01,  4.54287E-03,7.33E-01,0.9148501000000
536,4.15862E-01,  8.48078E-01,  9.85629E-01,  4.13908E-03,7.17E-01,0.9237348000000
537,3.99372E-01,  8.59064E-01,  9.89754E-01,  3.76794E-03,7.00E-01,0.9320924000000
538,3.83136E-01,  8.70068E-01,  9.93551E-01,  3.42783E-03,6.83E-01,0.9399226000000
539,3.67224E-01,  8.80779E-01,  9.96714E-01,  3.11696E-03,6.67E-01,0.9472252000000
540,3.51707E-01,  8.90871E-01,  9.98931E-01,  2.83352E-03,6.50E-01,0.9540000000000
541,3.36537E-01,  9.00057E-01,  9.99942E-01,  2.57556E-03,6.33E-01,0.9602561000000
542,3.21647E-01,  9.08253E-01,  9.99692E-01,  2.34084E-03,6.16E-01,0.9660074000000
543,3.07085E-01,  9.15433E-01,  9.98178E-01,  2.12722E-03,5.99E-01,0.9712606000000
544,2.92899E-01,  9.21575E-01,  9.95405E-01,  1.93276E-03,5.81E-01,0.9760225000000
545,2.79135E-01,  9.26660E-01,  9.91383E-01,  1.75573E-03,5.64E-01,0.9803000000000
546,2.65737E-01,  9.30744E-01,  9.86199E-01,  1.59455E-03,5.48E-01,0.9840924000000
547,2.52648E-01,  9.34160E-01,  9.80229E-01,  1.44783E-03,5.31E-01,0.9874182000000
548,2.39917E-01,  9.37318E-01,  9.73906E-01,  1.31430E-03,5.14E-01,0.9903128000000
549,2.27592E-01,  9.40634E-01,  9.67653E-01,  1.19281E-03,4.97E-01,0.9928116000000
550,2.15722E-01,  9.44527E-01,  9.61876E-01,  1.08230E-03,4.81E-01,0.9949501000000
551,2.04238E-01,  9.49291E-01,  9.56820E-01,  9.81819E-04,4.65E-01,0.9967108000000
552,1.93075E-01,  9.54680E-01,  9.52151E-01,  8.90533E-04,4.48E-01,0.9980983000000
553,1.82288E-01,  9.60309E-01,  9.47398E-01,  8.07687E-04,4.33E-01,0.9991120000000
554,1.71930E-01,  9.65785E-01,  9.42105E-01,  7.32568E-04,4.17E-01,0.9997482000000
555,1.62056E-01,  9.70703E-01,  9.35829E-01,  6.64512E-04,4.02E-01,1
556,1.52601E-01,  9.74756E-01,  9.28274E-01,  6.02887E-04,3.864E-01,0.9998567000000
557,1.43487E-01,  9.78055E-01,  9.19667E-01,  5.47062E-04,3.715E-01,0.9993046000000
558,1.34748E-01,  9.80819E-01,  9.10356E-01,  4.96461E-04,3.569E-01,0.9983255000000
559,1.26416E-01,  9.83271E-01,  9.00677E-01,  4.50571E-04,3.427E-01,0.9968987000000
560,1.18526E-01,  9.85636E-01,  8.90949E-01,  4.08931E-04,3.288E-01,0.9950000000000
561,1.11007E-01,  9.88085E-01,  8.81386E-01,  3.71136E-04,3.151E-01,0.9926005000000
562,1.03793E-01,  9.90560E-01,  8.71834E-01,  3.36838E-04,3.018E-01,0.9897426000000
563,9.69206E-02,  9.92945E-01,  8.62059E-01,  3.05723E-04,2.888E-01,0.9864444000000
564,9.04259E-02,  9.95124E-01,  8.51840E-01,  2.77504E-04,2.762E-01,0.9827241000000
565,8.43457E-02,  9.96979E-01,  8.40969E-01,  2.51918E-04,2.639E-01,0.9786000000000
566,7.86198E-02,  9.98411E-01,  8.29303E-01,  2.28725E-04,2.519E-01,0.9740837000000
567,7.31750E-02,  9.99391E-01,  8.16911E-01,  2.07699E-04,2.403E-01,0.9691712000000
568,6.80288E-02,  9.99912E-01,  8.03910E-01,  1.88638E-04,2.291E-01,0.9638568000000
569,6.31984E-02,  9.99965E-01,  7.90413E-01,  1.71357E-04,2.182E-01,0.9581349000000
570,5.87013E-02,  9.99543E-01,  7.76526E-01,  1.55688E-04,2.076E-01,0.9520000000000
571,5.44832E-02,  9.98615E-01,  7.62311E-01,  1.41480E-04,1.974E-01,0.9454504000000
572,5.04889E-02,  9.97051E-01,  7.47669E-01,  1.28596E-04,1.876E-01,0.9384992000000
573,4.67344E-02,  9.94701E-01,  7.32476E-01,  1.16912E-04,1.782E-01,0.9311628000000
